song_text,processed_text
"Земфира - ХОЧЕШЬ?
[Куплет 1]
Пожалуйста, не умирай
Или мне придётся тоже
Ты, конечно, сразу в рай
А я не думаю, что тоже

[Припев]
Хочешь сладких апельсинов?
Хочешь вслух рассказов длинных?
Хочешь, я взорву все звёзды
Что мешают спать?

[Куплет 2]
Пожалуйста, только живи
Ты же видишь: я живу тобою
Моей огромной любви
Хватит нам двоим с головою

[Припев]
Хочешь в море с парусами?
Хочешь музык новых самых?
Хочешь, я убью соседей
Что мешают спать?

[Припев]
Хочешь солнце вместо лампы?
Хочешь за окошком Альпы?
Хочешь, я отдам все песни?
Про тебя отдам все песни
Хочешь солнце вместо лампы?
Хочешь за окошком Альпы?
Хочешь, я отдам все песни?
Про тебя отдам все песни я",земфира хотеть куплет пожалуйста умирать прийтись сразу рай думать припев хотеть сладкий апельсин хотеть вслух рассказов длинный хотеть взорвать весь звезда мешать спать куплет пожалуйста живить видеть жить огромный любовь хватить двое голова припев хотеть море парус хотеть музыка новый самый хотеть убить сосед мешать спать припев хотеть солнце вместо лампа хотеть окошко альп хотеть отдать весь песня отдать весь песня хотеть солнце вместо лампа хотеть окошко альп хотеть отдать весь песня отдать весь песня
"Земфира - ромашки 
[Куплет 1]
Привет, ромашки
Кидайте деньги
Читайте книжки
Дурной мальчишка ушёл, такая фишка
Нелепый мальчишка

[Припев]
А я девочка с плеером
С веером вечером не ходи
Да ты не такой, как все
И не любишь дискотеки
Я не буду тебя спасать
Догонять, вспоминать, целовать
Меньше всего нужны
Мне твои камбэки, о

[Интерлюдия]
У-на-на-хей

[Куплет 2]
Привет, ромашки
Платите в кассы
Взрывайте шашки
Его компашки летят с многоэтажек
Как стая ромашек

[Припев]
А я девочка с плеером
С веером вечером не ходи
Да ты не такой, как все
И не любишь дискотеки
Я не буду тебя спасать
Догонять, вспоминать, целовать
Меньше всего нужны
Мне твои камбэки
Я девочка с плеером
С веером вечером не ходи
Да ты не такой, как все
И не любишь дискотеки
Я не буду тебя спасать
Догонять, вспоминать, целовать
Меньше всего нужны
Мне твои камбэки, о",земфира ромашка куплет привет ромашка кидать деньга читать книжка дурной мальчишка уйти фишка нелепый мальчишка припев девочка плеер веер вечер ходить весь любить дискотека спасать догонять вспоминать целовать меньше весь нужный твой камбэк интерлюдия хей куплет привет ромашка платить касса взрывайте шашка компашка лететь многоэтажка стая ромашка припев девочка плеер веер вечер ходить весь любить дискотека спасать догонять вспоминать целовать меньше весь нужный твой камбэки девочка плеер веер вечер ходить весь любить дискотека спасать догонять вспоминать целовать меньше весь нужный твой камбэк
"Земфира - П.М.М.Л.

[Куплет 1]
Море обнимет, закопает в пески
Закинут рыболовы лески
Поймают в сети наши души
Прости меня, моя любовь
Поздно, о чём-то думать слишком поздно
Тебе, я чую, нужен воздух
Лежим в такой огромной луже
Прости меня, моя любовь

[Инструментальны припев]

[Куплет 2]
Джинсы воды набрали и прилипли
Мне кажется, мы крепко влипли
Мне кажется, потухло солнце
Прости меня, моя любовь
Тихо, не слышно ни часов, ни чаек
Послушно сердце выключаем
И ты в песке как будто в бронзе
Прости меня, моя любовь",земфира куплет море обнимет закопать песок закинуть рыболов леска поймать сеть наш душа простить любовь поздно думать слишком поздно чуять нужный воздух лежать огромный лужа простить любовь инструментальны припев куплет джинсы вода набрать прилипнуть казаться крепко влипнуть казаться потухнуть солнце простить любовь тихо слышно час чаек послушно сердце выключать песок бронза простить любовь
"Земфира - лампочки 
[Рефрен]
Время сжигать мосты, время искать ответ
И менять сгоревшие лампочки
Время сжигать мосты, время искать ответ
И менять сгоревшие лампочки

[Куплет 1]
Длинная ночь, нервные дни
И в квартире накурено, очень накурено
И дождь с утра зарядил, и вздох остался внутри
И моё сердце не выдержит, точно не выдержит

[Припев]
И я живу как в бреду, я просто пытаюсь быть
Я маленький человек, мне нужно куда-то плыть
Мне нужен какой-то свет, чтоб видеть хотя бы сны

[Рефрен]
Время сжигать мосты, время искать ответ
И менять сгоревшие лампочки
Время сжигать мосты, время искать ответ
И менять сгоревшие лампочки

[Куплет 2]
Нет кораблей, нет ни души
И на улице холодно, страшно и холодно
И тени от фонарей, и дальний свет от машин
И моё сердце не выдержит, точно не выдержит

[Припев]
И я живу как в бреду, я просто пытаюсь быть
Я маленький человек, мне нужно куда-то плыть
Мне нужен какой-то свет, чтоб видеть хотя бы сны
Чтоб видеть хотя бы сны",земфира лампочка рефрен время сжигать мост время искать ответ менять сгореть лампочка время сжигать мост время искать ответ менять сгореть лампочка куплет длинный ночь нервный день квартира накурить очень накурить дождь утро зарядить вздох остаться внутри сердце выдержать точно выдержать припев жить бред просто пытаться маленький человек нужный плыть нужный свет видеть хотя сон рефрен время сжигать мост время искать ответ менять сгореть лампочка время сжигать мост время искать ответ менять сгореть лампочка куплет корабль душа улица холодный страшный холодный тень фонарь дальний свет машина сердце выдержать точно выдержать припев жить бред просто пытаться маленький человек нужный плыть нужный свет видеть хотя сон видеть хотя сон
"КИШ - Рыбак
Сидел на озере рыбак,
В лодке с удочкой дремал.
И потому не замечал,
Как на воду лег туман.
А потом увидел он,
Белый пар со всех сторон.
Что мне делать, как мне быть?
Как узнать, куда мне плыть?
Как узнать, куда мне плыть?

Посмотрел вперед, назад,
И поплыл он наугад.
Но коснулось дна весло –
Берег рядом – повезло!

И рыбак пришел домой,
Дверь толкнул своей рукой.
Видит в комнате жена,
Словно статуя она,
И не смотрит на него она!

За окном застыла ночь,
Неподвижна в люльке дочь,
Над плитой часы стоят,
Мухи в воздухе висят.
Сын стоит, разинув рот,
И, в прыжке со стула, замер кот…",киш рыбак сидеть озеро рыбак лодка удочка дремать замечать вода лечь туман увидеть белый пар весь сторона делать узнать плыть узнать плыть посмотреть вперед назад поплыть наугад коснуться дно весло берег рядом повезти рыбак прийти домой дверь толкнуть свой рука видеть комната жена словно статуя смотреть окно застынуть ночь неподвижный люлька дочь плита час стоять муха воздух висеть сын стоить разинуть рот прыжок стул замер кот
"КИШ - Дурак и молния

Грохочет гром,
Сверкает молния в ночи,
А на холме стоит безумец и кричит:
«Сейчас поймаю тебя в сумку,
И сверкать ты будешь в ней
Мне так хочется, чтоб стала ты моей!»

То парень к лесу мчится,
То к полю, то к ручью,
Всё поймать стремится
Молнию!

Весь сельский люд,
Смотреть на это выходил,
Как на холме безумец бегал и чудил.
Он, видно, в ссоре с головою,
Видно, сам себе он враг,
Надо ж выдумать такое – во дурак!

То парень к лесу мчится,
То к полю, то к ручью,
Всё поймать стремится
Молнию!

Утром по сельской дороге,
Медленно шёл ночной герой,
Весь лохматый и седой,
И улыбался…

То парень к лесу мчится,
То к полю, то к ручью,
Всё поймать стремится
Молнию!",киш дурак молния грохотать гром сверкать молния ночь холм стоить безумец кричать поймать сумка сверкать хотеться стать парень лес мчаться поле ручей весь поймать стремиться молнию весь сельский люд смотреть это выходить холм безумец бегать чудить видно ссора голова видно враг выдумать дурак парень лес мчаться поле ручей весь поймать стремиться молния утро сельский дорога медленно идти ночной герой весь лохматый седой улыбаться парень лес мчаться поле ручей весь поймать стремиться молния
"КИШ - Мария
На руках тебя я к машине подношу
И сажаю в кресло рядом с собой.
Ты теперь молчишь, ты мне нравишься такой,
И навеки обрела ты покой.

Ты теперь моя,
Навсегда моя!
Ты молчишь,
А я улыбаюсь, Мария!

Помнишь, ты вчера мне сказала,
Будто я ненавистен для тебя стал вдруг?
Помнишь ли тот миг, как в обьятиях моих ощутила
Как расстроен твой друг?

Мчит машина нас прочь от вездесущих глаз,
Прочь от всех, кто может нам помешать.
Ты, наверно, счас что-то хочешь мне сказать,
Слов не надо – мы вместе опять!

В дальние края увезу тебя,
Где найдём с тобой наше счастье,
Слышишь, а?
Знай, что смерть твоя –
Это жизнь моя.
Радости моей отдалась ты, Мария!",киш мария рука машина подносить сажать кресло рядом молчать нравиться навеки обрести покой навсегда молчать улыбаться мария помнить вчера сказать ненавистный стать помнить миг обьятие ощутить расстроить твой друг мчать машина прочь вездесущий глаз прочь весь мочь помешать наверно счас хотеть сказать слово вместе дальний край увезти найти наш счастие слышать знать смерть твой это жизнь радость отдаться мария
"КИШ - Мотоцикл

Злился подо мной мотоцикл мой.
Ночью он мчал меня домой.
Глядя на поля, не заметил я,
Что кто-то чешет прямо на меня

И раздался крик во мгле,
Кровь в лицо попала мне!
Кто-то сзади голосил,
А я гнал, что было сил!

Тот ужасный крик всё звучал в ушах моих,
Но я всё дальше уезжал.
Что ж я натворил, я же человека сбил,
Но он проехать мне мешал.

И раздался крик во мгле,
Кровь в лицо попала мне!
Кто-то сзади голосил,
А я гнал, что было сил!

Утром, сам не свой, прибыл я домой,
И, лишь зажег я в спальне свет,
Хочешь – верь, не верь, на кровати на моей
Лежал кровавый человек.

И раздался крик во мгле,
Кровь в лицо попала мне!
Кто-то сзади голосил,
А я гнал, что было сил!",киш мотоцикл злиться мотоцикл ночь мчать домой глядеть поле заметить чесать прямо раздаться крик мгла кровь лицо попасть сзади голосить гнать сила ужасный крик звучать ухо далекий уезжать натворить человек сбить проехать мешать раздаться крик мгла кровь лицо попасть сзади голосить гнать сила утро свой прибыть домой лишь зажечь спальня свет хотеть верить верить кровать лежать кровавый человек раздаться крик мгла кровь лицо попасть сзади голосить гнать сила
"КИШ - Лесные разборки

Никому никогда не стремился зла я причинять,
Причинять.
Но тот не прав, ох, не прав, кто свободу у меня хотел отнять,
Отнять!
Все к чертям! Всех к чертям! От закона, от своих врагов
Я в лес ушел.
И с одной бандой лесной интересы общие нашел,
Нашел!

Мы четко знаем работу свою,
Эй, богатый скупец, берегись!
Не сохранить тебе шкуру твою,
Только нам ты в лесу попадись!
Не нужно нам злата и серебра,
Деньги людям мы все отдадим.
Простому народу не сделаем зла –
С миром проходи!

В глуши лесной под сосной с бандой волосатых мужиков
Жил я.
За разбой, грабеж и разбой, все, все, все охотились за мной,
Искали меня.
Каждый бес-головорез за мною рыскал по пятам,
По пятам.
Но имели вес мой нож и обрез и это поняли все те, кто уже там,
Уже там!

Мы четко знаем работу свою,
Эй, богатый скупец, берегись!
Не сохранить тебе шкуру твою,
Только нам ты в лесу попадись!
Не нужно нам злата и серебра,
Деньги людям мы все отдадим.
Простому народу не сделаем зла –
С миром проходи!",киш лесной разборка никто стремиться зло причинять причинять правый правый свобода хотеть отнять отнять весь черт весь черт закон свой враг лес уйти банда лесной интерес общий найти найти четко знать работа свой богатый скупец беречься сохранить шкура твой лес попадись нужный злато серебро деньга человек весь отдать простой народ сделать зло мир проходить глушь лесной сосна банда волосатый мужик жить разбой грабеж разбой весь весь весь охотиться искать каждый бес головорез рыскать пята пята иметь вес нож обрез это понять весь четко знать работа свой богатый скупец беречься сохранить шкура твой лес попадись нужный злато серебро деньга человек весь отдать простой народ сделать зло мир проходить
"КИШ - Садовник
Целый вечер нет покоя парню от его сестёр:
«Ты сходи, – говорят, – ночной порою за цветами в сад чужой,
Тот садовник, что живёт у леса,
У него ведь сад такой чудесный…»

И решил парень тут:
«Ладно, в сад я пойду,
А то эти бабы доведут,
Покоя не дадут!!!»

И лишь час подошёл,
Взял он нож и пошёл,
Под покровом темноты
В чужой сад, рвать цветы!

«Ты пойди, пойди, братец, в сад чужой,
Набери цветов принеси домой,
Братец, в сад чужой, ты, пойди, пойди
И чужих цветов ты нам принеси. Хэй-хэй!»

Час прошёл, другой прошёл,
Брат назад всё не шёл,
Сёстры начали переживать –
Сколько можно брата ждать!

За окошком рассвет,
Ну а брата всё нет,
Но едва запели петухи
У двери раздались шаги!

«Ты пойди, пойди, братец, в сад чужой,
Набери цветов принеси домой,
Братец, в сад чужой, ты пойди, пойди
И чужих цветов ты нам принеси. Хэй-хэй!»

И с улыбкой во весь рот,
В дом вошёл садовод,
Положил на стол букет цветов и сгинул,
Без лишних слов!

И открыли сёстры рты,
Посмотрев на цветы –
Голова их брата средь цветов лежала
У-А-А-А-А-А-А!!!

«Ты пойди, пойди, братец, в сад чужой,
Набери цветов принеси домой,
Братик, в сад чужой, ты пойди, пойди
И чужих цветов ты нам принеси. Хэй-хэй!»",киш садовник целый вечер покой парень сестра сходить говорить ночной порою цвет сад чужой садовник жить лес сад чудесный решить парень ладно сад пойти баба довести покой дать лишь час подойти взять нож пойти покров темнота чужой сад рвать цветок пойти пойти братец сад чужой набери цвет принести домой братец сад чужой пойти пойти чужой цвет принести хэй хэй час пройти пройти брат назад весь идти сестра начать переживать сколько брат ждать окошко рассвет брат весь едва запеть петух дверь раздаться шаг пойти пойти братец сад чужой набери цвет принести домой братец сад чужой пойти пойти чужой цвет принести хэй хэй улыбка весь рот дом войти садовод положить стол букет цвет сгинуть лишний слово открыть сестра рот посмотреть цветок голова брат средь цвет лежать пойти пойти братец сад чужой набери цвет принести домой братик сад чужой пойти пойти чужой цвет принести хэй хэй
